EDWARD AVERY McILHENNY,https://en.wikipedia.org/wiki/Edward_Avery_McIlhenny
THOMAS ADKINS STREET,
ALGERNON BLAIR,
ANDREW M. McCONNELL,
HENRY UPSON SIMS,
ALBERT RICHMOND BOND,
MIFFLIN WYATT SWARTZ,
"JOHN HENRY WALLACE, JR.",
ERNEST F. BURCHARD,
JAMES OSCAR COLLEY,
JOHN ROBERT THOMAS RIVES,
SAMUEL WALKER CATTS,
GEORGE JACOB DAVIS,
LESLIE LEE GWALTNEY,
GARRARD HARRIS,
MATTIE MARIE McADORY HUEY,
JOHN LEIGHTON STUART,https://en.wikipedia.org/wiki/John_Leighton_Stuart
GERTRUDE WOOLLEY ROTH,
SPRIGHT DOWELL,
ROLAND McMILLAN HARPER,
CASSIUS MILLER STANLEY,
ALFRED BATTLE BEALLE,
SAMUEL LEE CHESNUTT,
GEORGE LANG,
KATHLEEN MOORE MALLORY,
WILLIAM OSCAR SCROGGS,
JOSEPH SAMUEL GANEY,
"JOHN CHARLES HENLEY, JR.",
POWHATAN WRIGHT JAMES,
WILLIAM PUGH WILKES,
WAVERLY TURNER CARMICHAEL,
THEODORE HENLEY JACK,
FRANK SEAY,
CHARLES H. SEIBERT,
ELIZABETH HOUSTON WINSTON SHEEHAN,
GUY EVERETT SNAVELY,
WILLIAM EVERETTE BOHANNON,
PETER ALEXANDER BRANNON,
CLOVIS GILLHAM CHAPPELL,
HARWELL GOODWIN DAVIS,https://en.wikipedia.org/wiki/Harwell_Goodwin_Davis
THOMAS BURTON MEADOWS,
WILLIAM DAVIS MOORE,
HOLLAND McTYEIRE SMITH,https://en.wikipedia.org/wiki/Holland_Smith
ABRAM ARTEMUS CALLOWAY,
WILLIAM CHARLES CRAVNER,
ELIZABETH ANN ROSS HAYNES,
LEE BIDGOOD,
WILLIAM WATSON DAVIS,
MARY TARVER CARROLL,
NED COBB,
GEORGE WASHINGTON CURRIE,
MARION ELIAS LAZENBY,
HENRY LAFAYETTE ANDERTON,
ELMER TALMAGE CLARK,
GAINES STANLEY DOBBINS,
J. HADEN ALLDREDGE,
JEREMIAH M. BURNS,
SAMUEL FRANCIS HOBBS,
MAUD McLURE KELLY,https://en.wikipedia.org/wiki/Maud_McLure_Kelly
BESSIE LEE BRADFORD WILLIAMS,
SAMUEL B. COLES,
NORMAN WADE COX,
HARRY HARRISON KROLL,
JOHN CECIL PERSONS,
"DAVIS WRIGHT CAMPBELL, SR.",
IONE CROWE GUERARD,
LEON MARR SAHAG,
THOMAS PERKINS ABERNETHY,https://en.wikipedia.org/wiki/Thomas_Perkins_Abernethy
EDDIE BELL ROZELLE,
FRANCES E. YOUNGBLOOD,
ELIZABETH HARRIET KELLY ALLISON,
HERMAN HOFFMAN BIRNEY,
MATTIE CLAIRE HILL COOPER,
ASHAD GHGHE HAWIE,
LUTHER PATRICK,
FANNIE LEE MCCONDICHIE THOMPSON,
SPENCER DROKE BAYER,
CECIL ALLEN CARLISLE,
FRANK MURRAY DIXON,
LOU EMMA EASTBURN MATTHEWS,
GLADSTONE HORACE YEUELL,
ARTHUR DEVRIES BURKE,
OMER CARMICHAEL,
JOSEPH VERNON CHAMBERS,
LEON McCLUER,
FLORA MAE MILNER PIKE,
HALLIE CANTRELL WHITE,
ERDMANN WALTER BURKHARDT,
HERMAN HOLLIS CHAPMAN,
SIMON JACOB SMITH,
EVELYN SMITH DAHL,
VIOLET GROSS ERVIN,
LELIAS EUGENE KIRBY,
ANATOLII IGNATEVICH SHPAKOVSKII,
MARGARET ALISON JOHANSEN,
JOSEPH MITCHELL PILCHER,
ALFRED BARNABY THOMAS,
HENRIETTA MARY THOMPSON,
THOMAS EUGENE WYATT,
PATRICK HENRY YANCEY,
McKINLEY CASH,
LEO GOSSER,
LORRIN GARFIELD KENNAMER,
OTIS E. KIRBY,
JOHN LESLIE MIXSON,
MATTIE PEGUES WOOD,
JAMES ELMER BATHURST,
MINNIE CLARE BOYD,
JESSIE PARKHURST GUZMAN,
THAD HOLT,
ANLOUISA PEARSON,
JOHN PEAVEY WRIGHT,
ERNA OLESON XAN,
PAUL EDGAR ALYEA,
MARSHALL ANDREWS,
ADDIE LEE HIGGINS,
CHAMINTNEY ELIZABETH THOMAS,
HOWELL HUBERT VINES,
LOUISE WARD BOGGAN,
WALTER BROWNLOW POSEY,
ELKIN CALHOUN WILSON,
JELKS BARKSDALE,
"WILLIAM JONATHAN CALVERT, JR.",
OLIVER CROMWELL COX,https://en.wikipedia.org/wiki/Oliver_Cox
WILLIAM JOSIAH KNAPP,
JAMES RUSSELL McELROY,
HARRIET CHAPPELL OWSLEY,
JENNINGS BRYAN SANDERS,
GLENN VINCENT TINGLEY,
ROY IRVEN WHITE,
ROGER DENIO BAKER,
JOHN PERCY DYER,
GASTON FOOTE,
GEORGE P. GRIFFITH,
KNOX IDE,
TOM DOUGLAS SPIES,
MARGARET JOHNSON WILLIAMS,
EUGENIA THOMPSON AKIN,
MARIAN GALLAWAY,
ROSCOE COLEMAN MARTIN,
AGNES MAY,
LILLIAN FORT MEEKS,
JAMES HOWELL STREET,https://en.wikipedia.org/wiki/James_Street_(novelist)
ARNOLD WILLIAM UMBACH,
KATHERINE McKINSTRY DUNCAN,
BUELL GORDON GALLAGHER,
THOMAS EARLE JOHNSON,
JULIAN DOSSY MANCILL,
ROBERT NEVILLE MANN,
WALLACE MARSHALL,
GEORGE COLEMAN OSBORN,
THOMAS CARLYLE TILLERY,
RICHMOND CROOM BEATTY,
SPURGEON QUINTON BRYANT,
LUCILLE BLANCHE GRIFFITH,
JOHN KNOX,
JAMES BARNEY McCLENDON,
DELBERT REID,
LONA MAE LUCKY WILSON,
JOSHUA NICHOLAS WINN III,
JAMES OLIVER WINTZELL,
ROY PRENTICE BASLER,
FLOYD R. DUNN,
GILBERT LEE GUFFIN,
EDWARD JOHNSON LADD,
HORACE SMITH MOSES,
PEARL MAGNEASE ROGERS TIDWELL,
WALTER HARTWELL BENNETT,
HERSCHEL HAROLD HOBBS,
"RICHMOND PEARSON HOBSON, JR.",
MONA SHEPPARD,
EMERSON SPROATT VAN CLEVE,
CECIL EMORY ABERNETHY,
BURNIECE AVERY,
OLLIE LUCY BACKUS,
OLA GRACE BAKER,
ANNA PARKER BRAUNE,
LOIS L. BROWN,
ROBERT LEVERE BRUNHOUSE,
NELL WYLLIE COTTEN,
EUGENE CURRENT-GARCIA,
ADRIAN RODERICK CURRY,
THOMAS REUBEN LAWSON,
LEON MEERTIEF MACON,
LEE SHAFFER McGIFFIN,
JOHN HENRY MELZER,
WILLIAM HENRY WADDELL IV,
LANGSTON THACKER HAWLEY,
IREDELL JENKINS,
INGEBORG LOUISE KALNOKY,
HAROLD K. KATZ,
SOLON TOOTHAKER KIMBALL,
MARGERY THOMPSON LOCKHART,
WALTON RICHARD PATRICK,
DOROTHEA JOHNSTON SNOW,
ZORA SHAY STRAYHORN,
SAMUEL PAUL GARNER,
McCOY GUTHRIE,
ANNIE EARLE LAND HITT,
"ALTON LAMBERT, SR.",
"ALFRED STRATTON LAWRENCE, JR.",
MALCOLM COOK McMILLAN,
ANNE THOMAS GARY PANNELL,
WILLIAM WARD PIGMAN,
ANNIE CROOK WATERS,
ALSTON CALLAHAN,
MILDRED REGINA CROWE,
IRMA BELLE RUSSELL CRUSE,
ROBERT WARREN FRENCH,
DOROTHY LOUISA GREENLEE JACKSON,
WILLIAM F. KITCHENS,
JOHNSTONE PARR,
PIERRE STEPHEN ROBERT PAYNE,
ROBERT PRINCE PAYNE,
VERN SCOTT,
RUTH WIGGINS WALDROP,
DONALD G. WARD,
LEVI WATKINS,https://en.wikipedia.org/wiki/Levi_Watkins
NELL HUGHEY BRASHER,
WEYMOUTH TYREE JORDAN,
ANITA IRWIN LITTRELL,
"REX ALLWIN TURNER, SR.",
WERNHER VON BRAUN,https://en.wikipedia.org/wiki/Wernher_von_Braun
"JOHN BENNETT WALTERS, JR.",
NELLA JEAN CHAMBERS,
ERNEST L. MILLER,
ANDREW EDINGTON,
FURN L. KELLING,
MARGARET TURNER STEWART,
ARTHUR H. WUEHRMAN,
JOHN NEWTON BAKER,
ALTHA THOMPSON DeLOACH,
BERNICE SHIELD HASSINGER,
WILLIAM HARVEY MAEHL,
OLIVER FRAZER ATKINS,
EMANUEL CHERASKIN,
DONALD ECHARD DAVIS,
BYRON A. DICKMAN,
RALPH D. HIGGINBOTHAM,
LEROY LESTER LANGLEY,
JAMES EDWARD LARSON,
VIRGINIA HENDRIX STOVER,
EDWARD CHARLES WILLIAMSON,
RICHARD EARL AMACHER,
THOMAS WELDON CHRISTOPHER,
ROBERT FRANK FUTRELL,
GEORGE ALEXANDER HEARD,https://en.wikipedia.org/wiki/G._Alexander_Heard
F. WILBUR HELMBOLD,
ROBERT BAKER HIGHSAW,
DOROTHY LES TINA,
WILLIAM STEPHEN SMITH,
THOMAS FELIX STATON,
HOYT MITCHELL WARREN,
LEOVIS COATS WHITT,
HELEN MORGAN AKENS,
LEE FERRARA CANNON,
WILLIAM SCHLEVOIGHT CANNON,
ROBERT BERRIEN CHAPMAN,
"THOMAS CALDWELL DELANEY, JR.",
JOHN C. GOODRUM,
WILLIAM EDWARD KIMBROUGH,
CLINTON PATRICK KING,
"JOSEPH BOXLEY ROBERTS, JR.",
ANNIE LOUISE BLACKWELL,
ROBERT THEODORE DALAND,
THOMAS WILLIAM HELM,
JOHN STEELE HENDERSON,
MARY FASSETT HUNT,
DAVID HENRY MALONE,
DAVID PIERCE MASON,
LUTHER QUENTIN PORCH,
DAISY MADARIS STYLES,
DANIEL WEBSTER WYNN,
WILLIAM LAURENCE COLEMAN,
VIRGINIA FERGUSON FARNELL,
MARIE HAM GODFREY,
CLAYTON GILLIS METCALF,
EFFIE WHITE SAWYER,
HENRY EUGENE STERKX,
JOHN THOMAS CARTER,
O. B. EMERSON,
DOROTHY DEAN FREE GENTRY,
WILLIAM LAVENDER,
ALICE REBECCA LOVVORN,
MALCENA CATHERINE CLEEK MANN,
FRANCES SCOTT FITZGERALD SMITH,
ROBERT CYPRIAN VANSWORD,
JOHN MAX WEATHERLY,
CHARLES E. BOYD,
WYNELLE S. DODD,
RICHARD G. KING,
WALTER FERDINAND KOCH,
THOMAS HAL PHILLIPS,
GERTRUDE LOUISE JOHNSON STEPHENS,
"REDDING STANCILL SUGG, JR.",
RICHARD WILLIAM BALL,
MARY KIMBRO BUTLER,
CLYNE BUXTON,
ROBERT ERWIN JOHNSON,
"ALFRED THOMAS MAUND, JR.",
GROVER STEPHEN McLEOD,
MARION PEARSALL,
MARY CLAIRE GRIFFIN,
ABDULLAH AHMED KHATRI,
MAYME RUTH McCONNELL LUCIER,
WILLIAM LEVEY SAMUEL,
"MITCHELL RAYMOND SHARPE, JR.",
ELNA WORRELL STONE,
ERIC NICHOLAS BAKLANOFF,
ELIJAH DENTON CHASTAIN,
MARY ELIZABETH CUNNINGHAM VROMAN,
LEE NORCROSS ALLEN,
WALLACE LAMAR BROWN,
MARIE ROBERTS CHRISTIAN,
MARY IMOGENE HARRIS,
NEOMA JEWELL LAWHON LIDE,
ADALEE DUCKETT WINTER,
BOBBY RAY BEARDEN,
BETTY JO CORUM,
BOB HARRINGTON,
INA FINCHER LOWRY,
FORREST McDONALD,https://en.wikipedia.org/wiki/Forrest_McDonald
"JAMES A. PITTMAN, JR.",
THOMAS JEFFERSON ROUNTREE,
WINFRED GENE SANDLIN,
RUTH E. ROMINE TEAFORD,
MARY MARTHA HOSFORD THOMAS,
DOUGLAS FREDERICK WILLIAMS,
JAMES W. AYERS,
EMMA JOSEFA MACALIK BUTTERWORTH,
NORMAN DUANE DAVIS,
GRADY McWHINEY,https://en.wikipedia.org/wiki/Grady_McWhiney
ROSCOE A. THOMAS,
JOHN CLAYTON WALDEN,
ROLLIN STELY ARMOUR,
HARRY VOLLIE BARNARD,
"ERNEST ALLEN CLEVENGER, JR.",
"MARTIN LUTHER KING, JR.",https://en.wikipedia.org/wiki/Martin_Luther_King_Jr.
EARLENE WOODS LUIS,
HAL BRITTAIN PICKLE,
"JOSEPH C. PILEGGE, JR.",
WILLIAM WARREN ROGERS,
THOMAS LANE BUTTS,
"CHARLES GANGLOFF CRISPENS, JR.",
PETER HARZEM,
JACK DAVID LAZARUS HOLMES,
ALVA HUGH MADDOX,
DELOS BANNING McKOWN,
LAMBERT C. MIMS,
"CHARLES MORGAN, JR.",
MARY JEAN WALLACE PAXTON,
HATTIE LITTLE SMITH,
ROBERT VERNON ANDELSON,
DOROTHY SCOTT JOHNSON,
WILLIE HOWARD MAYS,
ROBERT HUGHES MOUNT,
BILLY G. TUBBS,
"HENRY EUGENE WHITE, JR.",
EUGENE MURPHY,
LESLIE CAINE CAMPBELL,
JOHN LEE FULTS,
FLOYD FURMAN KEARLEY,
DONALD CRUMPTON MOSLEY,
VIRGINIA ODEN FOSCUE,
THEODORE HADDIN,
CARLTON LUTHER JACKSON,
"SAMUEL B. JONES, JR.",
CARTER WILLIAMS MARTIN,
JOAB LANGSTON THOMAS,
BENJAMIN EUGENE GRIESSMAN,
RAYMOND OLAND SUMRALL,
WYLEY DONALD WARD,
CHARLES HAROLD AINSWORTH,
SUE SCALF,
DANIEL T. WILLIAMS,
VERGIL LEWIS WILLIAMS,
WILLIAM HICKMAN MASON,
"PRIEUR JAY HIGGINBOTHAM, JR.",
JONATHAN ASMEL LINDSEY,
ALLENE STUART PHY-OLSEN,
JOHN CHARLES BUSH,
CHIN OWYEE CHUNG,
PATRICIA BLAND CRADDOCK,
MARY JO BLAIR DEAVER,
MARK HARVEY ELOVITZ,
GEORGE WILLIAM FOLKERTS,
RICHARD A. KRAUSE,
JOHN WELLS KUYKENDALL,
JAMES FREDERICK MERSMANN,
"RICHARD WRIGHT WARNER, JR.",
GORDON CREWS BOND,
DAVID W. COOMBS,
WILLIAM HATCHER DAVIS,
CHARLES WILLIAM FOSTER,
JAMES SELWYN HOLLINGSWORTH,
J. DAVID IRWIN,
ELIZABETH B. POLLARD,
JAMES SEAY,
EDWIN ANSEL STRICKLAND,
RICHARD GEORGE BEYER,
GENE L. HOWARD,
NEAL GAMBILL LINEBACK,
SUE BRANNAN WALKER,
LARRY LEE BARKER,
JERRY FRANK BARTLETT,
MARTHA McLAUGHLIN SOLOMON,
JOHN DAVID WORTHAM,
RODNEY REID BADGER,
JOHN JOSEPH BURKE JR.,
LAWRENCE ANTHONY CLAYTON,
RONALD NORMAN DELBENE,
CARL GRAFTON,
JAMES H. GUNDLACH,
BARRY HANNAH,https://en.wikipedia.org/wiki/Barry_Hannah
SAMUEL NISSLEY STAYER,
MICHAEL VINCENT R. THOMASON,
JEAN CAROLE WICKSTROM,
STEVE WRIGHT,
WILLIAM CURTIS BARNWELL,
DONALD MICHAEL BELLANTE,
DAVID BRUCE BROWN,
RONALD JAMES CALDWELL,
ROBERT FRANCIS HEBERT,
"FRED COLBY HOBSON, JR.",
EDWARD SHANNON LaMONTE,
ALICIA VOGT LINZEY,
ALAN DAVID PERLIS,
DONALD MERRITT SNOW,
SAMIA ISKANDER SPENCER,
EMILY MARTIN AHERN,
"ROBERT FELGAR, III",
HARRY MASON JOINER,
ANNE PERMALOFF,
MARJORIE LONGNECKER WHITE,
JEFFREY C. BENTON,
FREDERIC JOSEPH BONNIE,
D. GREGORY JEANE,
JOSE A. MADRIGAL,
BOBBY JOE SEALES,
JOSEPH BARTON STARR,
"EARL H. TILFORD, JR.",
ROCHELLE LYNN HOLT DUBOIS,
SUSAN HALL HERPORT,
DONALD STAFFO,
ALLEN WIER,https://en.wikipedia.org/wiki/Allen_Wier
DAVID LINCOLN MARTIN,
GARY L. BANISTER,
JEROME GREER CHANDLER,
FRANK THEODORE KANELOS,
KATHLEEN LOGAN,
JAMES GLEN STOVALL,
JAMES ROY ACCARDI,
EUGENE MADISON FUTATO,
DARA WIER,https://en.wikipedia.org/wiki/Dara_Barrois/Dixon
"HANK WILLIAMS, JR.",https://en.wikipedia.org/wiki/Hank_Williams_Jr.
STEPHEN W. ARMSTRONG,
ROBERT JEFFERSON NORRELL,
JOE FORMICHELLA,
JO SUSENBACH KITTINGER,
JUDY TAYLOR CHAVEZ,
MIKE BYNUM,
JULIE HEDGEPETH WILLIAMS,
JOHN CLARK McDERMOTT,
WENDY M. REED,
